# x psi2_state_0 psi2_state_1 psi2_state_2 psi2_state_3
-1.437005979999999954e-02 1.716549015274110105e-33 1.077965457344873528e-33 5.447204040344444231e-34 6.714463709810798087e-33
-1.381736520000000079e-02 1.114967619449019106e-33 1.751241715325851192e-33 1.263507636340071808e-33 4.603598390460746270e-34
-1.326467060000000031e-02 3.268341960693088233e-33 1.354494523151088590e-34 1.558478802257685739e-34 3.367027627999550939e-33
-1.271197599999999983e-02 2.013774731926454944e-33 7.303867984413842480e-34 3.525169284074882084e-33 1.128141546810186652e-33
-1.215928139999999935e-02 7.796386891099172150e-33 3.269271428627913705e-33 1.071610436406843709e-33 1.371465368635052516e-32
-1.160658680000000061e-02 1.281627914224596090e-34 7.797532974455227096e-33 8.840766363821285690e-33 7.162841745864192120e-34
-1.105389210000000053e-02 4.137517304581265763e-35 1.297910337923033143e-34 6.454218817299054689e-36 6.662326875262092279e-37
-1.050119750000000005e-02 1.373934513915720342e-33 5.036538160760452042e-35 4.321636461205535163e-35 1.562264960910642460e-33
-9.948502899999999566e-03 1.756658709642868848e-33 9.153216259013327420e-34 2.239262816511953518e-35 4.247248876431647782e-33
-9.395808300000000821e-03 4.211975472884951017e-34 1.553601491383622537e-33 1.346386953454076171e-33 1.038491892903319753e-33
-8.843113700000000341e-03 3.715440360731290447e-37 1.330377152484360368e-40 4.884345821395901441e-37 2.256139421330152003e-37
-8.290419099999999861e-03 7.419514836624457978e-33 1.034541372372190672e-32 2.138066995241772002e-32 1.376462460379412463e-32
-7.737724500000000248e-03 5.261146501171951592e-32 1.378959406273462770e-32 1.432963901353341805e-33 1.278927680955501727e-32
-7.185029899999999768e-03 1.035324252369432812e-32 4.136447287976694905e-34 3.546893800745174595e-33 1.447491507310714587e-32
-6.632335300000000156e-03 1.448517490719122975e-32 2.129749980681475156e-32 5.343801150282233728e-33 2.450910563777743988e-32
-6.079640699999999676e-03 3.647740117511764787e-36 4.690840027166082300e-36 5.515600178511413181e-37 6.894691615980296183e-37
-5.526946100000000063e-03 8.941823517830302260e-35 9.131080073342624971e-34 7.396104717111811805e-34 3.787766026161018965e-34
-4.974251499999999583e-03 1.421101523075418573e-31 1.253849101861990233e-31 3.550355746809952648e-32 7.575279975155272269e-32
-4.421556899999999971e-03 1.205632685890180687e-33 6.308142493870929541e-34 2.221297042848108097e-32 8.460271603128966894e-32
-3.868862299999999924e-03 2.417854973054033147e-32 5.892070817816183241e-32 2.310615077239159554e-32 9.408023888376445138e-32
-3.316167599999999844e-03 1.712504375357004752e-32 3.695372687323986483e-33 1.257021179643000306e-32 5.247982989284024397e-32
-2.763472999999999798e-03 3.174298155501813151e-34 5.932922837147220055e-32 7.492998724420334848e-32 7.521181646178202840e-32
-2.210778400000000185e-03 1.082197349821898404e-34 2.498340314644995476e-35 5.735434568660289549e-38 1.418866199847709209e-35
-1.658083799999999922e-03 2.497256966363008721e-32 2.909422535375570567e-32 5.108896790204215244e-33 1.674987454925537509e-36
-1.105389200000000093e-03 7.329034770691355310e-32 1.009720636611393966e-31 4.062415399798192555e-33 5.523880506505737031e-32
-5.526946000000000463e-04 2.373156831133401104e-32 5.971020843094278777e-32 1.923272307914491361e-32 9.217813809865969046e-33
0.000000000000000000e+00 2.419896044240892422e-31 1.012455169139228155e-32 1.276121031787287520e-31 1.402062656503843256e-31
5.526946000000000463e-04 7.622878998046063150e-33 1.835699841515321112e-32 4.431701439369580440e-33 3.392400033303110101e-33
1.105389200000000093e-03 1.658825071469986033e-31 2.244615146816204666e-31 1.508446316721270913e-32 1.914532149988084320e-31
1.658083799999999922e-03 3.121056833511479543e-34 1.778086930162913689e-34 8.018957393352404887e-35 1.037349007470877034e-35
2.210778400000000185e-03 3.674904752141907655e-33 5.887919921743653419e-34 1.055118033689857399e-34 1.219778258414758495e-33
2.763472999999999798e-03 9.205501796837406205e-33 3.278663844513008210e-32 6.126771170971226453e-32 7.659834141746695648e-32
3.316167599999999844e-03 7.498300198555839580e-33 9.072596696562568597e-34 1.245087426362757155e-32 4.514091492402996434e-32
3.868862299999999924e-03 2.736135017651276800e-32 2.762181968019298720e-32 1.570200583553660737e-32 4.855473856633179489e-32
4.421556899999999971e-03 6.878953840420340289e-33 1.759255992777125475e-33 5.338835102902578196e-32 2.770923870086233893e-31
4.974251499999999583e-03 1.030809173905195972e-31 1.048632926574733672e-31 3.577917087424450415e-32 4.443429291486908872e-32
5.526946100000000063e-03 8.944076647087550808e-37 1.895751700004346387e-35 1.177080922683263180e-36 9.864518135556438830e-36
6.079640699999999676e-03 1.166829593239735552e-31 1.552512853867422884e-31 1.262189461737166309e-32 3.694956691698646416e-33
6.632335300000000156e-03 3.169296100835808692e-31 3.447367717093541512e-31 6.502499210543182468e-32 3.802655662231149827e-31
7.185029899999999768e-03 1.840821151286794220e-33 3.242484199728410707e-35 6.150780549634031491e-37 1.267582259115061690e-33
7.737724500000000248e-03 3.799461511035063250e-35 4.940697344819594654e-36 1.016379908621510304e-36 1.026702884119888912e-35
8.290419099999999861e-03 9.502086320272223954e-36 9.666948309204445040e-36 2.100588135905338264e-35 1.843150997938223670e-35
8.843113700000000341e-03 1.737503597208956198e-34 1.186708462560429949e-34 1.711112527066823127e-34 2.411984638611164198e-36
9.395808300000000821e-03 2.154810482786610316e-34 1.185013340121796338e-33 6.410949161559677209e-34 8.269833296573175873e-34
9.948502899999999566e-03 2.785996934764338881e-33 9.896273078168026273e-34 2.349142256698119082e-35 6.823790505799050164e-33
